"store_name","address","address2","city","state","zip5","county","Source","Location"
"CVS PHARMACY 4789","10945 Victory Blvd","","North Hollywood","CA","91606","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"CVS PHARMACY 5828","1001 Westwood Blvd","","Los Angeles","CA","90024","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"99cent El Quetzal","2500 Hooper Ave","","Los Angeles","CA","90011","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Family Discount Store","1727 W 7th St","","Los Angeles","CA","90017","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"ARCO AM/PM","20455 Devonshire St","","Chatsworth","CA","91311","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Silver Dollar Liquor","1650 W Manchester Ave","","Los Angeles","CA","90047","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Rhdm Oil Inc","11321 S Main St","","Los Angeles","CA","90061","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Stars Cork N' Bottle Shop","7801 Canoga Ave","Ste 4","Canoga Park","CA","91304","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Royal Liquor Store","5472 W Adams Blvd","","Los Angeles","CA","90016","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Johns Liquor & Market","1667 N Avalon Blvd","","Wilmington","CA","90744","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Maroun Kamel Boutros","1510 S Santa Fe Ave","","Los Angeles","CA","90021","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Peking Poultry","717 N Broadway","","Los Angeles","CA","90012","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Van Nuys Halal Meat & Grocery","14546 Vanowen St","","Van Nuys","CA","91405","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 37215 A","3330 W Florence Ave","","Los Angeles","CA","90043","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Moby Liquor","8201 S San Pedro St","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"India Food Mart","9905 Venice Blvd","","Los Angeles","CA","90034","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Hoa Viet Oriental Market","21001 Sherman Way","Ste 1","Canoga Park","CA","91303","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mercado Garibaldi","4212 S Central Ave","","Los Angeles","CA","90011","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"El Super 58","310 E Florence Ave","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-ELEVEN 21483 D","14104 Foothill Blvd","","Sylmar","CA","91342","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"FOOD 4 LESS 370","4910 Huntington Dr S","","Los Angeles","CA","90032","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"GELSON'S MARKET 7","15424 W Sunset Blvd","","Pacific Palisades","CA","90272","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"One Stop Market","4355 Arlington Ave","","Los Angeles","CA","90008","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"R&R Liquor & Junior Market","10509 Compton Ave","","Los Angeles","CA","90002","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Sal's Market & Deli","423 N Fries Ave","","Wilmington","CA","90744","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Fumee","334 S Main St","Ste 9016","Los Angeles","CA","90013","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Beers Corner Market","13227 Maclay St","","San Fernando","CA","91340","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Hancor Shell","2600 N Figueroa St","","Los Angeles","CA","90065","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Port Town Foods","842 Flint Ave","","Wilmington","CA","90744","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Madon's Convenient Store","10723 Avalon Blvd","","Los Angeles","CA","90061","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 38560 A","3500 Wilshire Blvd","","Los Angeles","CA","90010","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Garni Food Market","7073 Foothill Blvd","","Tujunga","CA","91042","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 37231 A","501 W El Segundo Blvd","","Los Angeles","CA","90061","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Sakura Bd Inc","2632 E Cesar E Chavez Ave","","Los Angeles","CA","90033","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Gaju Market Corporation 1","450 S Western Ave","","Los Angeles","CA","90020","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Five Star Market","2700 W Vernon Ave","","Los Angeles","CA","90008","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Kitam Market","206 Boyd St","","Los Angeles","CA","90013","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Rancho Meat Market 1","2910 N Broadway","","Los Angeles","CA","90031","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"9-1-1 Food Mart","11909 W Pico Blvd","","Los Angeles","CA","90064","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 18000 D","16860 Sherman Way","","Van Nuys","CA","91406","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Brothers Market LLC 2","400 S Los Angeles St","","Los Angeles","CA","90013","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Aaa Liquor","749 S Western Ave","","Los Angeles","CA","90005","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"United Pacific 5706","304 N Vermont Ave","","Los Angeles","CA","90004","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Ely's Discount And Party Supply","6123 S Broadway","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"South Bay Liquor & Market","1014 N Wilmington Blvd","","Wilmington","CA","90744","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"La Usuluteca Corp","4014 W Washington Blvd","","Los Angeles","CA","90018","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"EL SERENO MEAT MARKET","4944 Huntington Dr S","","Los Angeles","CA","90032","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Ks Market","8277 S San Pedro St","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Big Apple","630 S Los Angeles St","Ste B1","Los Angeles","CA","90014","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Ocean Liquor Market","233 N Harbor Blvd","Ste A","San Pedro","CA","90731","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 26147 D","7153 Lindley Ave","","Reseda","CA","91335","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Rancho Zapotillo","3003 Wabash Ave","","Los Angeles","CA","90063","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"La Esperanza Bakery","252 W Florence Ave","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"DON PANCHITO MARKET INC","6015 Avalon Blvd","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"J & S MINI MARKET","922 N ALVARADO","","LOS ANGELES","CA","90026","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-ELEVEN 33028A","2200 W Sunset Blvd","","Los Angeles","CA","90026","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mebtahi Chevron","25800 Western Ave","","Harbor City","CA","90710","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Melrose Liquor Market","4803 Melrose Ave","","Los Angeles","CA","90029","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-Eleven Store 13864","17720 Burbank Blvd","","Encino","CA","91316","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Target Store T3371","8900 S Sepulveda Blvd","","Los Angeles","CA","90045","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Alvarado Shell","400 N Alvarado St","","Los Angeles","CA","90026","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"El Rancho Grocery Market","960 Vine St","","Los Angeles","CA","90038","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Harps Liquor","6917 Lankershim Blvd","","North Hollywood","CA","91605","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"D & E Food Market","1451 W Washington Blvd","","Los Angeles","CA","90007","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 18533 C","1810 N Cahuenga Blvd","","Los Angeles","CA","90028","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"VINCE'S MARKET","3250 Silver Lake Blvd","","Los Angeles","CA","90039","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Vista Liquor Store","625 S Gaffey St","","San Pedro","CA","90731","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Quick E Mart","244 E 37th St","","Los Angeles","CA","90011","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"CVS PHARMACY 5022","7400 Reseda Blvd","","Reseda","CA","91335","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Western Kosher","444 N Fairfax Ave","","Los Angeles","CA","90036","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Panaderia Salvadorena","4873 Santa Monica Blvd","","Los Angeles","CA","90029","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Deep Liquor","2527 S Hill St","","Los Angeles","CA","90007","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Lucky K Mart","503 S Los Angeles St","","Los Angeles","CA","90013","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Chevron Florence","1400 W Florence Ave","","Los Angeles","CA","90047","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"ARCO Am/Pm 82543","17000 Devonshire St","","Northridge","CA","91325","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"GELSONS MARKET 16","4520 Van Nuys Blvd","","Sherman Oaks","CA","91403","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 38274 A","4209 W Washington Blvd","Ste 109","Los Angeles","CA","90016","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 18788 C","17710 Saticoy St","","Reseda","CA","91335","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-Eleven 20396G","2801 James M Wood Blvd","","Los Angeles","CA","90006","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"SUPRMARKT","000 Leimark Park","Leimert Park (at Vernon And Crenshaw)","Los Angeles","CA","90029","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Target Store T2479","5500 W Sunset Blvd","","Los Angeles","CA","90028","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"College Mini Market","4350 Normal Ave","","Los Angeles","CA","90029","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Target Store T3347","1833A La Cienga Blvd","","Los Angeles","CA","90035","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"J & G Liquor","2312 Long Beach Ave","","Los Angeles","CA","90058","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"United Pacific #0634 634","8247 Reseda Blvd","","Reseda","CA","91335","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Winnetka Grocery Outlet 437","19718 Sherman Way","","Winnetka","CA","91306","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Super Store  24","8021 Foothill Blvd","","Sunland","CA","91040","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Corner Store Liquor 2","3000 N Main St","","Los Angeles","CA","90031","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"CVS PHARMACY 4792","15232 Sherman Way","","Van Nuys","CA","91405","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Whole Foods Market 10020","12905 Riverside Dr","","Sherman Oaks","CA","91423","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"A & S LIQUOR","259 W Imperial Hwy","","Los Angeles","CA","90061","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Ararat Bakery","7112 Foothill Blvd","","Tujunga","CA","91042","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Lucky Stop Market","5048 Lankershim Blvd","","North Hollywood","CA","91601","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"With Love Market & Cafe","1969 S Vermont Ave","","Los Angeles","CA","90007","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"East Vernon Market","1301 E Vernon Ave","","Los Angeles","CA","90011","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Liam's Market 1","9128 S Vermont Ave","","Los Angeles","CA","90044","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Susys Minimarket","8910 1/2 S Broadway","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dollar Tree 5299","1111 W Pacific Coast Hwy","","Wilmington","CA","90744","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Carniceria Don Juan 1","14103 Victory Blvd","Ste 1","Van Nuys","CA","91401","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Metro Liquor","14431 Magnolia Blvd","","Sherman Oaks","CA","91423","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Katcoot Mini Mart","4164 S Broadway","","Los Angeles","CA","90037","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Yucca Supermarket, Inc","1815 N Cahuenga Blvd","","Los Angeles","CA","90028","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Foothill Market & Deli","7802 Foothill Blvd","Ste B","Sunland","CA","91040","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"United Pacific #0633 633","19271 Sherman Way","","Reseda","CA","91335","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"H MART ECC, LLC","3500 W 6th St","","Los Angeles","CA","90020","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Annex Liquor","1607 W 6th St","","Los Angeles","CA","90017","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Grocery Outlet Of Chatsworth 371","9805 Mason Ave","","Chatsworth","CA","91311","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Arco Ampm #18","4860 Huntington Dr S","","Los Angeles","CA","90032","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 18532 E","2900 Hyperion Ave","","Los Angeles","CA","90027","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Beto's Mini Market","766 S Vermont Ave","","Los Angeles","CA","90005","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Oasis Market","4312 Wall St","","Los Angeles","CA","90011","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Silver Moon Market","2501 E 4th St","","Los Angeles","CA","90033","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"R-f Liquor","6026 S Broadway","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Ash Liquor","17719 Saticoy St","","Reseda","CA","91335","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Fast Stop","10264 Foothill Blvd","","Sylmar","CA","91342","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 23640 D","7018 Van Nuys Blvd","","Van Nuys","CA","91405","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Vip Petroleum Inc","8900 Corbin Ave","","Northridge","CA","91324","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Araz International Grocery Maeket","10668 Zelzah Ave","","Granada Hills","CA","91344","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mccowans Liquor","22802 S Western Ave","","Torrance","CA","90501","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"The York Stop Market","5941 York Blvd","","Los Angeles","CA","90042","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Gary's Liquor","5067 Melrose Ave","","Los Angeles","CA","90038","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-eleven 24078d","1699 W Carson St","","Torrance","CA","90501","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Brothers Market Llc 1","427 Wall St","","Los Angeles","CA","90013","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Maninder Liquor, Inc.","6101 Avalon Blvd","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Young's Market","1114 N St Andrews Pl","","Los Angeles","CA","90038","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Happy Time Liquor","12210 Foothill Blvd","","Sylmar","CA","91342","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Lucky 1 Liquor","8462 S Main St","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Big Lots 4068","13005 Sherman Way","","North Hollywood","CA","91605","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Los Flores Market & Photo","4855 Huntington Dr N","","Los Angeles","CA","90032","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Azteca Food Store","735 S Chicago St","","Los Angeles","CA","90023","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Arco 66504","9200 S Western Ave","","Los Angeles","CA","90047","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Lily's Market","1814 E 4th St","","Los Angeles","CA","90033","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"GENE'S MARKET","3535 S Normandie Ave","","Los Angeles","CA","90007","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Friendly Market 0","2921 E 8th St","","Los Angeles","CA","90023","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Whole Foods Market 10671","14311 Ventura Blvd","","Sherman Oaks","CA","91423","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Yuca's Meat Inc","11300 Erwin St","","North Hollywood","CA","91606","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Discount Store","5001 S Hoover St","","Los Angeles","CA","90037","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dollar Tree 5837","9137 S Western Ave","","Los Angeles","CA","90047","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"City Market","21400 Nordhoff St","","Chatsworth","CA","91311","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dorose Liquors","20930 Lassen St","","Chatsworth","CA","91311","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Zunigas Market","3033 W 6th St","Ste 102","Los Angeles","CA","90020","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"La Superior Panaderia Tortilleria","2001 W 8th St","","Los Angeles","CA","90057","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"A N B Mini Market","417 E 7th St","","Los Angeles","CA","90014","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Leo Market 0","1396 W Sunset Blvd","","Los Angeles","CA","90026","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Cookbook Market Echo Park","1549 Echo Park Ave","","Los Angeles","CA","90026","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"MNC 237","2238 E 1st St","","Los Angeles","CA","90033","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"El Ruisenor De Mexico, Inc.","1021 E 8th St","","Los Angeles","CA","90021","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven 34990H","5530 Valley Blvd","","Los Angeles","CA","90032","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Rosarito Market","10406 S Figueroa St","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Target Store T3346","7021 Hollywood Blvd","210","Los Angeles","CA","90028","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Jubilee Liquor","4212 W 3rd St","","Los Angeles","CA","90020","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"La Flor Bakery 1","4101 Avalon Blvd","","Los Angeles","CA","90011","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"FOOD 4 LESS 766","5100 N Figueroa St","","Los Angeles","CA","90042","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Right Choice Caribbean Market","4233 Crenshaw Blvd","","Los Angeles","CA","90008","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Grande Vista Liquor & Market 1","3124 E 4th St","","Los Angeles","CA","90063","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Berendo Dollar","310 S Berendo St","","Los Angeles","CA","90020","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mar Vista Farmers' Market","3900 Grand View Blvd","","Los Angeles","CA","90066","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Trader Joe's 250","3131 S Hoover St","Ste 1920","Los Angeles","CA","90089","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Tobacco Zone and Mini Mart","2107 W Manchester Ave","Ste 106","Los Angeles","CA","90047","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Laras Market","700 N Fickett St","","Los Angeles","CA","90033","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"T And T Market","1462 W Martin Luther King Jr Blvd","","Los Angeles","CA","90062","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Lucky Liquors","4381 S Western Ave","","Los Angeles","CA","90062","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mini Mercadito In E.l.a.","3425 E 1st St","Stall 132","Los Angeles","CA","90063","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Las Antillas Market","607 S Soto St","","Los Angeles","CA","90023","LOS ANGELES","USDA","Los Angeles (City, 2020)"
